title,price_jd,brand,model_name,storage_gb,color_actual,condition,series,phone_age_months
مستعمل نضيف للبيع,110.0,Apple,ايفون XR,64.0,أبيض,مستعمل - جيد,Apple-Other,
ايباد برو 13 انش نظيف جدا استخدام شخصي وايفاي وبطاقه sim card  Ipad pro 2020 12.9 inches,400.0,Apple,ايباد برو 4,128.0,12.9 انش,مستعمل - ممتاز,Apple-iPhone-13,
آيفون 16 برو ماكس البطاريه 95,643.0,Apple,ايفون 16 برو ماكس,256.0,رمادي,مستعمل - ممتاز,Apple-iPhone-16,
ايفون (16) بحالة ممتازة ( 128 جيجابايت) بسعر مميز,450.0,Apple,ايفون 16,128.0,أسود,مستعمل - ممتاز,Apple-iPhone-16,
ايفون (16 برو ماكس)   بحالة ممتازة جدا (256 جيجابايت) بسعر مميز جدا,599.0,Apple,ايفون 16 برو ماكس,256.0,لؤلؤي,مستعمل - ممتاز,Apple-iPhone-16,
ايفون 16 جديد للبيع بسعر مميز جدا جدا,550.0,Apple,ايفون 16,128.0,أسود,جديد,Apple-iPhone-16,
هونور X9d كفاله الشركه ضد الكسر وضد الماء استعمال 3 ايام فقط يدعم شحن عن بعد,260.0,Honor,X9b هونور,256.0,ذهبي وردي,جديد,Honor-Other,
iPad Air 13” 256GB WiFi  غير مفعل + كفالة Apple,575.0,Apple,ايباد اير 13,256.0,12.9 انش,جديد,Apple-iPhone-13,
Honor x9d 256gb /12 ram /reddish brown مستعمل بحالة الوكالة /كفالة الوكيل لشهر 10/الجهاز معه كرتونته,199.0,Honor,,256.0,خمري,مستعمل - ممتاز,Honor-Other,
هونور 200 بحال الوكاله,185.0,Honor,هونور 200,256.0,تركواز,مستعمل - ممتاز,Honor-Other,
Google Pixel 10 Pro 128GB Open Box,529.0,Google,بيكسل 10 برو,128.0,لؤلؤي,مستعمل - ممتاز,Google-Other,
iPhone 15 Pro Max 512GB Black  سعة كبيرة + أداء قوي بسعر مميز,589.0,Apple,ايفون 15 برو ماكس,512.0,أسود,مستعمل - ممتاز,Apple-iPhone-15,
iPhone 14 Plus 128GB White  شاشة كبيرة + eSIM بسعر قوي,330.0,Apple,ايفون 14 بلس,128.0,أبيض,مستعمل - ممتاز,Apple-iPhone-14,
iPhone 14 Pro 1TB Gold  أعلى سعة + بطارية جديدة 100%,469.0,Apple,ايفون 14 برو,1024.0,ذهبي,مستعمل - ممتاز,Apple-iPhone-14,
iPhone 16 Pro Max 512GB صحراوي مستعمل بحالة الوكالة,669.0,Apple,ايفون 16 برو ماكس,512.0,لؤلؤي,مستعمل - ممتاز,Apple-iPhone-16,
أفضل سعر لـ iPhone 13 Pro Max بحالة ممتازة – فرصة ما بتتكرر,359.0,Apple,ايفون 13 برو ماكس,256.0,أخضر,مستعمل - ممتاز,Apple-iPhone-13,
Redmi A5  128GB تخزين / 4GB RAM,55.0,Xiaomi,,64.0,أسود,جديد,Xiaomi-Other,
Redmi Note 14 8G 256GB,129.0,Xiaomi,ريدمي نوت 14,256.0,أسود,جديد,Xiaomi-Other,
RedMagic 10s Pro – 16GB RAM / 512GB Storage جديد كلياً وبسعر خاص جداً,599.0,ZTE,فئة نوبيا,512.0,أبيض,جديد,Other,
Realme C65 256/8+8GB,79.0,Realme,C65,256.0,بنفسجي,جديد,Realme-Other,
iPad Pro 12.9 M1  شاشة عملاقة + أداء جبار  عرض قوي l,419.0,Apple,ايباد برو 13,128.0,12.9 انش,مستعمل - ممتاز,Apple-iPhone-12,
Realme 11 Pro 5G 8GB RAM 256GB جديد بسعر حرق,169.0,Realme,11 برو,256.0,لؤلؤي,جديد,Realme-Other,
Redmi Note 12 Pro+ 5G 8GB RAM 256GB,190.0,Xiaomi,ريدمي  نوت 12 برو سبيد,256.0,أسود,جديد,Xiaomi-Other,
iPhone 17 Pro Max، ايفون 17 برو ماكس، iPhone 2TB، آيفون سعة كبيرة، iPhone Orange، Apple الأردن,1299.0,Apple,ايفون 17 برو ماكس,2048.0,برتقالي,مستعمل - ممتاز,Apple-iPhone-17,
Honor Magic 7 Pro (12+12 / 512GB) – جهاز رائد + هدية 49 دينار,749.0,Honor,هونور ماجيك V,512.0,أسود,جديد,Honor-Other,
Honor X6c 6GB 128GB جديد  – عرض اقتصادي,80.0,Honor,X6 هونور,128.0,أبيض,جديد,Honor-Other,
** Honor Magic V3  12GB RAM / 512GB  مع هدية مجانية,1299.0,Honor,V30 هونور,512.0,أسود,جديد,Honor-Other,
iPhone 16 Plus 128GB Pink  بطارية 100% + لون مميز,499.0,Apple,ايفون 16 بلس,128.0,زهري,مستعمل - ممتاز,Apple-iPhone-16,
iPhone 16 Pro Max 512GB Black  AppleCare + بطارية 100%,719.0,Apple,ايفون 16 برو ماكس,512.0,أسود,مستعمل - ممتاز,Apple-iPhone-16,
iPhone 16 Pro Max 256GB Desert Titanium  بطارية 100%,659.0,Apple,ايفون 16 برو ماكس,256.0,ذهبي,مستعمل - ممتاز,Apple-iPhone-16,
iPhone 17 256GB Black  بطارية 100% + سعر,549.0,Apple,ايفون 17,256.0,أسود,مستعمل - ممتاز,Apple-iPhone-17,
Samsung Galaxy A07 4GB 128GB جديد – عرض قوي,80.0,Samsung,جالاكسي A107,128.0,أسود,جديد,Samsung-Galaxy-A07,
Samsung Galaxy A07 4GB 64GB جديد    بالكرتونة – عرض مميز,70.0,Samsung,جالاكسي A107,64.0,أسود,جديد,Samsung-Galaxy-A07,
"I pad pro 12,9 inch",400.0,Apple,ايباد برو,256.0,12.9 انش,مستعمل - ممتاز,Apple-iPhone-12,
هاتف Moto G stayles 2025 5G,120.0,Motorola,موتو G ستايلس 5G,128.0,أزرق,مستعمل - ممتاز,Motorola-Other,
بحاله ممتازة الرام 8+8الذاكرة 256 غير مفتوح,85.0,Xiaomi,ريدمي 14C,256.0,أسود,مستعمل - ممتاز,Xiaomi-Other,
للبيع: جهاز فحص السيارات الاحترافي ANCEL X6 (نسخة أصلية ومميزة),420.0,Other,,512.0,11 انش,مستعمل - ممتاز,Other,
Samsung Galaxy Pocket New,45.0,Samsung,,4.0,أبيض,جديد,Samsung-Other,
ايباد اير 2 للبيع,110.0,Apple,ايباد اير 2,64.0,9.7 انش,مستعمل - ممتاز,Apple-iPad,
ايفون 15 بلس(مدخل خط )بحالة ممتازة,360.0,Apple,ايفون 15 بلس,128.0,رمادي,مستعمل - ممتاز,Apple-iPhone-15,
نوت 20 الترا بحاله الوكاله للبيع,200.0,Samsung,جالاكسي نوت 20 ألترا 5G,256.0,ذهبي,مستعمل - ممتاز,Samsung-Other,
ايفون 13 برو ماكس وكاله,350.0,Apple,ايفون 13 برو ماكس,128.0,أزرق,مستعمل - ممتاز,Apple-iPhone-13,
iPhone 17 pro max,1070.0,Apple,ايفون 17 برو ماكس,512.0,برتقالي,جديد,Apple-iPhone-17,
تلفون سامسونج A16 للبيع المستعجل,105.0,Samsung,جالاكسي A16 5G,256.0,فضي,جديد,Samsung-Galaxy-A16,
ايفون 13 برو,330.0,Apple,ايفون 13 برو,128.0,أزرق,مستعمل - ممتاز,Apple-iPhone-13,
Redmi Note 13 Pro+ 5G استعمال خفيف,180.0,Xiaomi,ريدمي نوت 13 برو بلس,512.0,أسود,مستعمل - ممتاز,Xiaomi-Other,
ايفون 13برو ماكس,320.0,Apple,ايفون 13 برو ماكس,128.0,أخضر,مستعمل - ممتاز,Apple-iPhone-13,
أيفون 13 pro ذاكرة 512GB بحال الوكالة,330.0,Apple,ايفون 13,512.0,أزرق,مستعمل - ممتاز,Apple-iPhone-13,
ايفون 13 - 256 GB مستعمل بحال ممتازة,275.0,Apple,ايفون 13,256.0,لؤلؤي,مستعمل - ممتاز,Apple-iPhone-13,
ايفون 12 عادي للبيع,160.0,Apple,ايفون 12,64.0,أسود,مستعمل - ممتاز,Apple-iPhone-12,
"15 pro max , 265 قيقا",550.0,Apple,ايفون 15 برو ماكس,256.0,فضي,مستعمل - ممتاز,Apple-iPhone-15,
سايبر 13برو استخدام بسيط بحال الوكاله,130.0,Other,,256.0,أسود,مستعمل - ممتاز,Other,
ريدمي نوت 13 برو 4G بحاله ممتازة,120.0,Xiaomi,ريدمي نوت 14 برو,256.0,أسود,مستعمل - ممتاز,Xiaomi-Other,
14برو ماشالله عليه,360.0,Apple,ايفون 14 برو,128.0,أسود,مستعمل - ممتاز,Apple-iPhone-14,
اي باد 8 ipad 8,100.0,Apple,ايباد 8,32.0,10.2 انش,مستعمل - ممتاز,Apple-iPad,
تكنو سبارك سليم الأنحف ف العالم,110.0,Tecno,سبارك,256.0,أبيض,مستعمل - ممتاز,Tecno-Other,
Smart 10 Plus,95.0,Infinix,,128.0,ذهبي وردي,جديد,Infinix-Other,
جديد Smart 10,78.0,Infinix,,64.0,رمادي,جديد,Infinix-Other,
وكاله Y9S هواوي,75.0,Huawei,Y9s,128.0,أزرق,مستعمل - ممتاز,Huawei-Other,
iPhone 17 Pro Max Orange ( 512 ) GB ايفون 17 برو ماكس 512 جيجا جديد شرق اوسط Esim مش ياباني,1150.0,Apple,ايفون 17 برو ماكس,512.0,برتقالي,جديد,Apple-iPhone-17,
iPhone 15 (128 GB) ايفون 15 جديد 128 جيجابايت كفالة الشرق الاوسط كفالة Apple سنة متوفر فقط حبة واحدة,499.0,Apple,ايفون 15,128.0,ذهبي وردي,جديد,Apple-iPhone-15,
Honor Pad X7 (128 GB / 4 RAM) معالج سناب دراجون / بطارية 7000 مل امبير  يدعم خط انترنت + واي فاي,85.0,Honor,تاب X7,128.0,8.7 انش,جديد,Honor-Other,
IPhone 13 Pro (256GB) مستعمل حالة الوكالة ايفون 13 برو امغير بطارية بحالة الوكالة مكفول شهر,370.0,Apple,ايفون 13 برو,256.0,أسود,مستعمل - ممتاز,Apple-iPhone-13,
سامسونج a05s,60.0,Samsung,جالاكسي A05s,64.0,بنفسجي,مستعمل - جيد,Samsung-Galaxy-A05,
ايفون 16 برو ماكس بحالة الوكاله شرق اوسط لون صحراوي مميز iphone 16 pro max,635.0,Apple,ايفون 16 برو ماكس,256.0,ذهبي وردي,مستعمل - ممتاز,Apple-iPhone-16,
تواصل على الطبيق,55.0,Apple,ايفون XS,256.0,لؤلؤي,مستعمل - جيد,Apple-Other,
M32سامسونج جلاكسي Samsung Galaxy M32,55.0,Samsung,جالاكسي M32,128.0,أزرق,مستعمل - ممتاز,Other-Other,
سامسونج جالاكسي Z فولد 5G مستعمل بحالة ممتازة بسعة 512 جيجابايت باللون الأزرق,375.0,Samsung,جالاكسي Z فولد 5G,512.0,أزرق,مستعمل - ممتاز,Samsung-Other,
Galaxy Z fold 5,370.0,Samsung,جالاكسي Z فولد5,256.0,أزرق,مستعمل - ممتاز,Samsung-Z,
سامسونج جلاكسي m32 Samsung Galaxy,55.0,Samsung,جالاكسي M32 5G,128.0,أزرق,مستعمل - ممتاز,Other-Other,
ايفون 17 برو ماكس جديد بذاكرة 256 جيجابايت باللون البرتقالي من أبل,999.0,Apple,ايفون 17 برو ماكس,256.0,برتقالي,جديد,Apple-iPhone-17,
ايفون 16 pro max,699.0,Apple,ايفون 16 برو ماكس,512.0,أسود,مستعمل - ممتاز,Apple-iPhone-16,
آيفون 17 برو ماكس برتقالي مستعمل بحالة ممتازة 256 جيجابايت,890.0,Apple,ايفون 17 برو ماكس,256.0,برتقالي,مستعمل - ممتاز,Apple-iPhone-17,
سامسونج a31,65.0,Samsung,جالاكسي A31,128.0,أزرق,مستعمل - ممتاز,Other-Other,
Iphone 12 pro 256 مش مفتوح,199.0,Apple,ايفون 11 برو ماكس,256.0,رمادي,مستعمل - ممتاز,Apple-iPhone-12,
من اجمل فئات mi,330.0,Xiaomi,14T برو,512.0,رمادي,مستعمل - ممتاز,Xiaomi-Other,
سامسونج a 26 5 جي مستعمل 128 جيجا 6 رام   مستعمل وكاله,110.0,Samsung,جالاكسي A26,128.0,أسود,مستعمل - ممتاز,Samsung-Galaxy-A26,
هنر x7c شبه الجدبد,70.0,Honor,هونور X7c,256.0,أبيض,مستعمل - ممتاز,Honor-Other,
ايفون 16e اقرا الوصف,220.0,Apple,ايفون 16e,256.0,أسود,مستعمل - ممتاز,Apple-iPhone-16,
ايفون 14 برو ماكس مابشغل خط فقط واي فاي,200.0,Apple,ايفون 14 برو ماكس,128.0,أسود,مستعمل - ممتاز,Apple-iPhone-14,
هونور x7b للبيع بحالة الجديد 256G,80.0,Honor,X7b هونور,256.0,أسود,مستعمل - ممتاز,Honor-Other,
IPad 9th Generation (256),230.0,Apple,ايباد 9,256.0,10.2 انش,مستعمل - ممتاز,Apple-iPad,
Apple IPad 11 (2025) 11inch (128 GB)  ايباد ابل الجيل الحادي عشر 11 انش (128جيجا) جديد كفالة الاردن,300.0,Apple,,128.0,11 انش,جديد,Apple-iPhone-11,
ipad pro M5,850.0,Apple,ايباد برو,256.0,13.3 انش,مستعمل - ممتاز,Apple-iPad,
Honor X7d 5G (256 GB / 8 RAM) جهاز هونر الجديد كليا متوفر الان لدى ليما موبايل بافضل سعر بالسوق,135.0,Honor,,256.0,فضي,جديد,Honor-Other,
ايفون 16 256g ما فيو ولا شحطه استعمال خفيف التلفون معو كل اغراضو و ما بحتاج ل اي اشي,500.0,Apple,ايفون 16,256.0,أزرق,مستعمل - ممتاز,Apple-iPhone-16,
iPad Apple Air 4 (256 GB) ايباد ايفون خط + wifi  ايباد يدعم الخط و Wifi  256 GB  كفالة شركة سنة,350.0,Apple,ايباد اير 4,256.0,10.9 انش,جديد,Apple-iPad,
Tecno Spark Slim New (256 GB / 16 ram) تكنو الجديد كليا ارفع جهاز و اخف وزنا بالعالم,145.0,Tecno,سبارك,256.0,ذهبي,جديد,Tecno-Other,
iPhone 12 (64GB)مستعمل حالة الوكالة بسعر مميز داخل ليما موبايل بطارية .(84) مكفول 14 يوم كفالة خطي,200.0,Apple,ايفون 12,64.0,لؤلؤي,مستعمل - ممتاز,Apple-iPhone-12,
آيفون 14برو,300.0,Apple,ايفون 14 برو,256.0,بنفسجي,مستعمل - ممتاز,Apple-iPhone-14,
ايباد برو M4,450.0,Apple,,256.0,11 انش,مستعمل - جيد,Apple-iPad,
الآيفون 11 وكاله والله ل بدو ياجي خاص,125.0,Apple,ايفون 11,128.0,بنفسجي,مستعمل - ممتاز,Apple-iPhone-11,
آيفون 6s Apple,50.0,Apple,ايفون 6S,64.0,فضي,مستعمل - جيد,Apple-iPhone-6,
لاب توب لونوفو,240.0,Other,ليجون برو,256.0,أزرق,مستعمل - ممتاز,Other,
iPhone 7 plus,90.0,Apple,ايفون 7 بلس,128.0,أسود,مستعمل - ممتاز,Apple-iPhone-7,
iphone 12 pro max,250.0,Apple,ايفون 12 برو ماكس,128.0,أبيض,مستعمل - جيد,Apple-iPhone-12,
ايفون 15برو وكاله,460.0,Apple,ايفون 15 برو,128.0,رمادي,مستعمل - ممتاز,Apple-iPhone-15,
ايفون 14 برو ماكس 265 جيجا,280.0,Apple,ايفون 14 برو ماكس,256.0,رمادي,مستعمل - جيد,Apple-iPhone-14,
1997 موديل Nokia 6110 مستعمل بحاله جيده نادر جدا جدا  اللون تركوازي وبنفسجي غامق يتغير حسب الضو,40.0,Nokia,,256.0,تركواز,مستعمل - جيد,Nokia-Other,
iPhone 13  البطارية 98% 128 gb,380.0,Apple,ايفون 13,128.0,أسود,مستعمل - ممتاز,Apple-iPhone-13,
ايفون 13 أزرق مستعمل بحالة ممتازة بسعة 128 جيجابايت لعمر 1-2 سنة,235.0,Apple,ايفون 13,128.0,أزرق,مستعمل - ممتاز,Apple-iPhone-13,
مطلوب آيفون 11.,150.0,Apple,ايفون 11,128.0,أبيض,مستعمل - ممتاز,Apple-iPhone-11,
جهازين آيفون 14 برو وارد كندا (تيربو سيم),600.0,Apple,ايفون 14 برو,256.0,أسود,مستعمل - ممتاز,Apple-iPhone-14,
ايفون 13 bro max,390.0,Apple,ايفون 13 برو ماكس,256.0,أزرق,مستعمل - ممتاز,Apple-iPhone-13,
Iphone 15 pro max,510.0,Apple,ايفون 15 برو ماكس,256.0,لؤلؤي,مستعمل - ممتاز,Apple-iPhone-15,
آيفون 12 برو للبيع,160.0,Apple,ايفون 12 برو,128.0,أبيض,مستعمل - جيد,Apple-iPhone-12,
iPhone 13pro max,330.0,Apple,ايفون 13 برو ماكس,128.0,أزرق,مستعمل - ممتاز,Apple-iPhone-13,
للبيع ايفون13عادي,210.0,Apple,ايفون 13,128.0,أحمر,مستعمل - ممتاز,Apple-iPhone-13,
هاتف هونر x9c,120.0,Honor,هونور X9c,256.0,أبيض,مستعمل - جيد,Honor-Other,
هاتف سامسونج a73  5G ذاكرة 256 جيجا  كاميرا أمامية وخلفية ممتازة  بطارية ممتازة,150.0,Samsung,جالاكسي A73,256.0,رمادي,مستعمل - ممتاز,Samsung-Galaxy-A73,
Iphone 12 i28g,175.0,Apple,ايفون 12,128.0,أسود,مستعمل - جيد,Apple-iPhone-12,
ايفون 16 برو جديد بدون كرتونة كفالة ابل 12 شهر من تاريخ الشراء,770.0,Apple,ايفون 16 برو,256.0,رمادي,جديد,Apple-iPhone-16,
Samsung S25 Ultra 512GB  سامسونج S25 الترا جديد كفالة لمدة 12 شهر,690.0,Samsung,جالاكسي S25 الترا,512.0,أسود,جديد,Samsung-Galaxy-S25,
سامسونج 128GB/256GB)  A17) جديد كفالة الوكيل الرسمي في الأردن بسعر مميز,140.0,Samsung,جالاكسي A17,256.0,أبيض,جديد,Samsung-Galaxy-A17,
مدخل خط  iphone 17 pro max (256GB   ايفون 17 برو ماكس جديد كفالة الوكيل لمدة 12 شهر,1080.0,Apple,ايفون 17 برو ماكس,256.0,برتقالي,جديد,Apple-iPhone-17,
iphone 17 pro 256GB ايفون 17 برو جديد كفالة ابل لمدة 12 شهر من تاريخ الشراء الجهاز,915.0,Apple,ايفون 17 برو,256.0,أبيض,جديد,Apple-iPhone-17,
iphone 13 (128GB)  جديد  ايفون 13 جديد كفالة لمدة 12 شهر,335.0,Apple,ايفون 13,128.0,ذهبي وردي,جديد,Apple-iPhone-13,
iphone 13 pro max (256GB)   ايفون 13 برو ماكس جديد كفالة لمدة 12 شهر,470.0,Apple,ايفون 13 برو ماكس,256.0,ذهبي,جديد,Apple-iPhone-13,
ايفون 13 برو بحالة ممتازة 256 جيجا  مو مغير فيه اي قطعة جهاز وكالة  بطارية اصليه - نسبة 65,270.0,Apple,ايفون 13 برو,256.0,رمادي,مستعمل - ممتاز,Apple-iPhone-13,
ايفون 14 برو,390.0,Apple,ايفون 14 برو,256.0,بنفسجي,مستعمل - ممتاز,Apple-iPhone-14,
iphone 15 pro max (256GB)  ايفون 15 برو ماكس جديد كفالة لمدة 12 شهر,655.0,Apple,ايفون 15 برو ماكس,256.0,أزرق,جديد,Apple-iPhone-15,
